Customer_ID,Date,Product
29,2025-04-25,wrap
30,2025-02-22,guacamole
30,2025-02-22,salsa
30,2025-02-22,nachos
30,2025-02-22,tacos
31,2025-04-23,guacamole
31,2025-04-23,salsa
31,2025-04-23,nachos
31,2025-04-23,tacos
31,2025-02-08,smoothie
31,2025-02-08,salad
31,2025-02-08,wrap
31,2025-02-08,soup
31,2025-03-10,smoothie
31,2025-03-10,salad
31,2025-03-10,wrap
31,2025-03-10,soup
31,2025-03-04,smoothie
31,2025-03-04,salad
31,2025-03-04,wrap
31,2025-03-04,soup
32,2025-03-10,bagel
32,2025-03-10,smoothie
32,2025-03-10,coffee
32,2025-03-10,muffin
33,2025-01-24,guacamole
33,2025-01-24,salsa
33,2025-01-24,nachos
33,2025-01-24,tacos
34,2025-02-02,salsa
34,2025-02-02,nachos
34,2025-02-02,tacos
34,2025-02-14,rice_bowl
34,2025-02-14,miso_soup
34,2025-02-14,sushi
34,2025-02-14,edamame
34,2025-04-07,miso_soup
34,2025-04-07,sushi
34,2025-04-07,edamame
34,2025-01-31,rice_bowl
34,2025-01-31,soda
34,2025-01-31,miso_soup
34,2025-01-31,edamame
34,2025-01-31,sushi
34,2025-04-09,rice_bowl
34,2025-04-09,miso_soup
34,2025-04-09,sushi
34,2025-04-09,edamame
35,2025-03-15,rice_bowl
35,2025-03-15,miso_soup
35,2025-03-15,sushi
35,2025-03-15,edamame
35,2025-01-10,rice_bowl
35,2025-01-10,miso_soup
35,2025-01-10,edamame
35,2025-03-18,smoothie
35,2025-03-18,salad
35,2025-03-18,wrap
35,2025-03-18,soup
35,2025-02-14,rice_bowl
35,2025-02-14,salsa
35,2025-02-14,miso_soup
35,2025-02-14,edamame
35,2025-01-14,rice_bowl
35,2025-01-14,miso_soup
35,2025-01-14,sushi
35,2025-01-14,edamame
35,2025-04-01,rice_bowl
35,2025-04-01,miso_soup
35,2025-04-01,sushi
35,2025-04-01,edamame
